YEAR,TEAM,CURRENT ROUND,SCORE,WIN,MATCHUP_ID
2015,North Dakota St.,64,76.0,0,534
2015,Kentucky,32,64.0,1,535
2015,Cincinnati,32,51.0,0,535
2015,West Virginia,32,69.0,1,536
2015,Maryland,32,59.0,0,536
2015,Notre Dame,32,67.0,1,537
2015,Butler,32,64.0,0,537
2015,Wichita St.,32,78.0,1,538
2015,Kansas,32,65.0,0,538
2015,Wisconsin,32,72.0,1,539
2015,Oregon,32,65.0,0,539
2015,North Carolina,32,87.0,1,540
2015,Arkansas,32,78.0,0,540
2015,Xavier,32,75.0,1,541
2015,Georgia St.,32,67.0,0,541
2015,Arizona,32,73.0,1,542
2015,Ohio St.,32,58.0,0,542
2015,North Carolina St.,32,71.0,1,543
2015,Villanova,32,68.0,0,543
2015,Louisville,32,66.0,1,544
2015,Northern Iowa,32,53.0,0,544
2015,Oklahoma,32,72.0,1,545
2015,Dayton,32,66.0,0,545
2015,Michigan St.,32,60.0,1,546
2015,Virginia,32,54.0,0,546
2015,Duke,32,68.0,1,547
2015,San Diego St.,32,49.0,0,547
2015,Utah,32,75.0,1,548
2015,Georgetown,32,64.0,0,548
2015,UCLA,32,92.0,1,549
2015,UAB,32,75.0,0,549
2015,Gonzaga,32,87.0,1,550
2015,Iowa,32,68.0,0,550
2015,Kentucky,16,78.0,1,551
2015,West Virginia,16,39.0,0,551
2015,Notre Dame,16,81.0,1,552
2015,Wichita St.,16,70.0,0,552
2015,Wisconsin,16,79.0,1,553
2015,North Carolina,16,72.0,0,553
2015,Arizona,16,68.0,1,554
2015,Xavier,16,60.0,0,554
2015,Louisville,16,75.0,1,555
2015,North Carolina St.,16,65.0,0,555
2015,Michigan St.,16,62.0,1,556
2015,Oklahoma,16,58.0,0,556
2015,Duke,16,63.0,1,557
2015,Utah,16,57.0,0,557
2015,Gonzaga,16,74.0,1,558
2015,UCLA,16,62.0,0,558
2015,Kentucky,8,68.0,1,559
2015,Notre Dame,8,66.0,0,559
2015,Wisconsin,8,85.0,1,560
2015,Arizona,8,78.0,0,560
2015,Michigan St.,8,76.0,1,561
2015,Louisville,8,70.0,0,561
2015,Duke,8,66.0,1,562
2015,Gonzaga,8,52.0,0,562
2015,Wisconsin,4,71.0,1,563
2015,Kentucky,4,64.0,0,563
2015,Duke,4,81.0,1,564
2015,Michigan St.,4,61.0,0,564
2015,Duke,2,68.0,1,565
2015,Wisconsin,2,63.0,0,565
2014,Florida,64,67.0,1,566
2014,Albany,64,55.0,0,566
2014,Pittsburgh,64,77.0,1,567
2014,Colorado,64,48.0,0,567
2014,Stephen F. Austin,64,77.0,1,568
2014,VCU,64,75.0,0,568
2014,UCLA,64,76.0,1,569
2014,Tulsa,64,59.0,0,569
2014,Dayton,64,60.0,1,570
2014,Ohio St.,64,59.0,0,570
2014,Syracuse,64,77.0,1,571
2014,Western Michigan,64,53.0,0,571
2014,Stanford,64,58.0,1,572
2014,New Mexico,64,53.0,0,572
2014,Kansas,64,80.0,1,573
2014,Eastern Kentucky,64,69.0,0,573
2014,Virginia,64,70.0,1,574
2014,Coastal Carolina,64,59.0,0,574
2014,Memphis,64,71.0,1,575
2014,George Washington,64,66.0,0,575
2014,Harvard,64,61.0,1,576
2014,Cincinnati,64,57.0,0,576
2014,Michigan St.,64,93.0,1,577
2014,Delaware,64,78.0,0,577
2014,North Carolina,64,79.0,1,578
2014,Providence,64,77.0,0,578
2014,Iowa St.,64,93.0,1,579
2014,North Carolina Central,64,75.0,0,579
2014,Connecticut,64,89.0,1,580
2014,Saint Joseph's,64,81.0,0,580
2014,Villanova,64,73.0,1,581
2014,Milwaukee,64,53.0,0,581
2014,Arizona,64,68.0,1,582
2014,Weber St.,64,59.0,0,582
2014,Gonzaga,64,85.0,1,583
2014,Oklahoma St.,64,77.0,0,583
2014,North Dakota St.,64,80.0,1,584
2014,Oklahoma,64,75.0,0,584
2014,San Diego St.,64,73.0,1,585
2014,New Mexico St.,64,69.0,0,585
2014,Baylor,64,74.0,1,586
2014,Nebraska,64,60.0,0,586
2014,Creighton,64,76.0,1,587
2014,Louisiana Lafayette,64,66.0,0,587
2014,Oregon,64,87.0,1,588
2014,BYU,64,68.0,0,588
2014,Wisconsin,64,75.0,1,589
2014,American,64,35.0,0,589
2014,Wichita St.,64,64.0,1,590
2014,Cal Poly,64,37.0,0,590
2014,Kentucky,64,56.0,1,591
2014,Kansas St.,64,49.0,0,591
2014,Saint Louis,64,83.0,1,592
2014,North Carolina St.,64,80.0,0,592
2014,Louisville,64,71.0,1,593
2014,Manhattan,64,64.0,0,593
2014,Tennessee,64,86.0,1,594
2014,Massachusetts,64,67.0,0,594
2014,Mercer,64,78.0,1,595
2014,Duke,64,71.0,0,595
2014,Texas,64,87.0,1,596
2014,Arizona St.,64,85.0,0,596
2014,Michigan,64,57.0,1,597
2014,Wofford,64,40.0,0,597
2014,Florida,32,61.0,1,598
2014,Pittsburgh,32,45.0,0,598
2014,UCLA,32,77.0,1,599
2014,Stephen F. Austin,32,60.0,0,599
2014,Dayton,32,55.0,1,600
2014,Syracuse,32,53.0,0,600
2014,Stanford,32,60.0,1,601
2014,Kansas,32,57.0,0,601
2014,Virginia,32,78.0,1,602
2014,Memphis,32,60.0,0,602
2014,Michigan St.,32,80.0,1,603
2014,Harvard,32,73.0,0,603
2014,Iowa St.,32,85.0,1,604
2014,North Carolina,32,83.0,0,604
2014,Connecticut,32,77.0,1,605
2014,Villanova,32,65.0,0,605
2014,Arizona,32,84.0,1,606
2014,Gonzaga,32,61.0,0,606
2014,San Diego St.,32,63.0,1,607
2014,North Dakota St.,32,44.0,0,607
2014,Baylor,32,85.0,1,608
2014,Creighton,32,55.0,0,608
2014,Wisconsin,32,85.0,1,609
2014,Oregon,32,77.0,0,609
2014,Kentucky,32,78.0,1,610
2014,Wichita St.,32,76.0,0,610
2014,Louisville,32,66.0,1,611
2014,Saint Louis,32,51.0,0,611
2014,Tennessee,32,83.0,1,612
2014,Mercer,32,63.0,0,612
2014,Michigan,32,79.0,1,613
2014,Texas,32,65.0,0,613
2014,Florida,16,79.0,1,614
2014,UCLA,16,68.0,0,614
2014,Dayton,16,82.0,1,615
2014,Stanford,16,72.0,0,615
2014,Michigan St.,16,61.0,1,616
2014,Virginia,16,59.0,0,616
2014,Connecticut,16,81.0,1,617
2014,Iowa St.,16,76.0,0,617
2014,Arizona,16,70.0,1,618
2014,San Diego St.,16,64.0,0,618
2014,Wisconsin,16,69.0,1,619
2014,Baylor,16,52.0,0,619
2014,Kentucky,16,74.0,1,620
2014,Louisville,16,69.0,0,620
2014,Michigan,16,73.0,1,621
2014,Tennessee,16,71.0,0,621
2014,Florida,8,62.0,1,622
2014,Dayton,8,52.0,0,622
2014,Connecticut,8,60.0,1,623
2014,Michigan St.,8,54.0,0,623
2014,Wisconsin,8,64.0,1,624
2014,Arizona,8,63.0,0,624
2014,Kentucky,8,75.0,1,625
2014,Michigan,8,72.0,0,625
2014,Connecticut,4,63.0,1,626
2014,Florida,4,53.0,0,626
2014,Kentucky,4,74.0,1,627
2014,Wisconsin,4,73.0,0,627
2014,Connecticut,2,60.0,1,628
2014,Kentucky,2,54.0,0,628
2013,Louisville,64,79.0,1,629
2013,North Carolina A&T,64,48.0,0,629
2013,Colorado St.,64,84.0,1,630
2013,Missouri,64,72.0,0,630
2013,Oregon,64,68.0,1,631
2013,Oklahoma St.,64,55.0,0,631
2013,Saint Louis,64,64.0,1,632
2013,New Mexico St.,64,44.0,0,632
2013,Memphis,64,54.0,1,633
2013,Saint Mary's,64,52.0,0,633
2013,Michigan St.,64,65.0,1,634
2013,Valparaiso,64,54.0,0,634
2013,Creighton,64,67.0,1,635
2013,Cincinnati,64,63.0,0,635
2013,Duke,64,73.0,1,636
2013,Albany,64,61.0,0,636
2013,Gonzaga,64,64.0,1,637
2013,Southern,64,58.0,0,637
2013,Wichita St.,64,73.0,1,638
2013,Pittsburgh,64,55.0,0,638
2013,Mississippi,64,57.0,1,639
2013,Wisconsin,64,46.0,0,639
2013,La Salle,64,63.0,1,640
2013,Kansas St.,64,61.0,0,640
2013,Arizona,64,81.0,1,641
2013,Belmont,64,64.0,0,641
2013,Harvard,64,68.0,1,642
2013,New Mexico,64,62.0,0,642
2013,Iowa St.,64,76.0,1,643
2013,Notre Dame,64,58.0,0,643
2013,Ohio St.,64,95.0,1,644
2013,Iona,64,70.0,0,644
2013,Kansas,64,64.0,1,645
2013,Western Kentucky,64,57.0,0,645
2013,North Carolina,64,78.0,1,646
2013,Villanova,64,71.0,0,646
2013,VCU,64,88.0,1,647
2013,Akron,64,42.0,0,647
2013,Michigan,64,71.0,1,648
2013,South Dakota St.,64,56.0,0,648
2013,Minnesota,64,83.0,1,649
2013,UCLA,64,63.0,0,649
2013,Florida,64,79.0,1,650
2013,Northwestern St.,64,47.0,0,650
2013,San Diego St.,64,70.0,1,651
2013,Oklahoma,64,55.0,0,651
2013,Florida Gulf Coast,64,78.0,1,652
2013,Georgetown,64,68.0,0,652
2013,Indiana,64,83.0,1,653
2013,James Madison,64,62.0,0,653
2013,Temple,64,76.0,1,654
2013,North Carolina St.,64,72.0,0,654
2013,California,64,64.0,1,655
2013,UNLV,64,61.0,0,655
2013,Syracuse,64,81.0,1,656
2013,Montana,64,34.0,0,656
2013,Butler,64,68.0,1,657
2013,Bucknell,64,56.0,0,657
2013,Marquette,64,59.0,1,658
2013,Davidson,64,58.0,0,658
2013,Illinois,64,57.0,1,659
2013,Colorado,64,49.0,0,659
2013,Miami FL,64,78.0,1,660
2013,Pacific,64,49.0,0,660
2013,Louisville,32,82.0,1,661
2013,Colorado St.,32,56.0,0,661
2013,Oregon,32,74.0,1,662
2013,Saint Louis,32,57.0,0,662
2013,Michigan St.,32,70.0,1,663
2013,Memphis,32,48.0,0,663
2013,Duke,32,66.0,1,664
2013,Creighton,32,50.0,0,664
2013,Wichita St.,32,76.0,1,665
2013,Gonzaga,32,70.0,0,665
2013,La Salle,32,76.0,1,666
2013,Mississippi,32,74.0,0,666
2013,Arizona,32,74.0,1,667
2013,Harvard,32,51.0,0,667
2013,Ohio St.,32,78.0,1,668
2013,Iowa St.,32,75.0,0,668
2013,Kansas,32,70.0,1,669
2013,North Carolina,32,58.0,0,669
2013,Michigan,32,78.0,1,670
2013,VCU,32,53.0,0,670
2013,Florida,32,78.0,1,671
2013,Minnesota,32,64.0,0,671
2013,Florida Gulf Coast,32,81.0,1,672
2013,San Diego St.,32,71.0,0,672
2013,Indiana,32,58.0,1,673
2013,Temple,32,52.0,0,673
2013,Syracuse,32,66.0,1,674
2013,California,32,60.0,0,674
2013,Marquette,32,74.0,1,675
2013,Butler,32,72.0,0,675
2013,Miami FL,32,63.0,1,676
2013,Illinois,32,59.0,0,676
2013,Louisville,16,77.0,1,677
2013,Oregon,16,69.0,0,677
2013,Duke,16,71.0,1,678
2013,Michigan St.,16,61.0,0,678
2013,Wichita St.,16,72.0,1,679
2013,La Salle,16,58.0,0,679
2013,Ohio St.,16,73.0,1,680
2013,Arizona,16,70.0,0,680
2013,Michigan,16,87.0,1,681
2013,Kansas,16,85.0,0,681
2013,Florida,16,62.0,1,682
2013,Florida Gulf Coast,16,50.0,0,682
2013,Syracuse,16,61.0,1,683
2013,Indiana,16,50.0,0,683
2013,Marquette,16,71.0,1,684
2013,Miami FL,16,61.0,0,684
2013,Louisville,8,85.0,1,685
2013,Duke,8,63.0,0,685
2013,Wichita St.,8,70.0,1,686
2013,Ohio St.,8,66.0,0,686
2013,Michigan,8,79.0,1,687
2013,Florida,8,59.0,0,687
2013,Syracuse,8,55.0,1,688
2013,Marquette,8,39.0,0,688
2013,Louisville,4,72.0,1,689
2013,Wichita St.,4,68.0,0,689
2013,Michigan,4,61.0,1,690
2013,Syracuse,4,56.0,0,690
2013,Louisville,2,82.0,1,691
2013,Michigan,2,76.0,0,691
2012,Kentucky,64,81.0,1,692
2012,Western Kentucky,64,66.0,0,692
2012,Iowa St.,64,77.0,1,693
2012,Connecticut,64,64.0,0,693
2012,VCU,64,62.0,1,694
2012,Wichita St.,64,59.0,0,694
2012,Indiana,64,79.0,1,695
2012,New Mexico St.,64,66.0,0,695
2012,Colorado,64,68.0,1,696
2012,UNLV,64,64.0,0,696
2012,Baylor,64,68.0,1,697
2012,South Dakota St.,64,60.0,0,697
2012,Xavier,64,67.0,1,698
2012,Notre Dame,64,63.0,0,698
2012,Lehigh,64,75.0,1,699
2012,Duke,64,70.0,0,699
2012,Michigan St.,64,89.0,1,700
2012,LIU Brooklyn,64,67.0,0,700
2012,Saint Louis,64,61.0,1,701
2012,Memphis,64,54.0,0,701
2012,New Mexico,64,75.0,1,702
2012,Long Beach St.,64,68.0,0,702
2012,Louisville,64,69.0,1,703
2012,Davidson,64,62.0,0,703
2012,Murray St.,64,58.0,1,704
2012,Colorado St.,64,41.0,0,704
2012,Marquette,64,88.0,1,705
2012,BYU,64,68.0,0,705
2012,Florida,64,71.0,1,706
2012,Virginia,64,45.0,0,706
2012,Norfolk St.,64,86.0,1,707
2012,Missouri,64,84.0,0,707
2012,Syracuse,64,72.0,1,708
2012,UNC Asheville,64,65.0,0,708
2012,Kansas St.,64,70.0,1,709
2012,Southern Miss,64,64.0,0,709
2012,Vanderbilt,64,79.0,1,710
2012,Harvard,64,70.0,0,710
2012,Wisconsin,64,73.0,1,711
2012,Montana,64,49.0,0,711
2012,Cincinnati,64,65.0,1,712
2012,Texas,64,59.0,0,712
2012,Florida St.,64,66.0,1,713
2012,St. Bonaventure,64,63.0,0,713
2012,Gonzaga,64,77.0,1,714
2012,West Virginia,64,54.0,0,714
2012,Ohio St.,64,78.0,1,715
2012,Loyola MD,64,59.0,0,715
2012,North Carolina,64,77.0,1,716
2012,Vermont,64,58.0,0,716
2012,Creighton,64,58.0,1,717
2012,Alabama,64,57.0,0,717
2012,South Florida,64,58.0,1,718
2012,Temple,64,44.0,0,718
2012,Ohio,64,65.0,1,719
2012,Michigan,64,60.0,0,719
2012,North Carolina St.,64,79.0,1,720
2012,San Diego St.,64,65.0,0,720
2012,Georgetown,64,74.0,1,721
2012,Belmont,64,59.0,0,721
2012,Purdue,64,72.0,1,722
2012,Saint Mary's,64,69.0,0,722
2012,Kansas,64,65.0,1,723
2012,Detroit,64,50.0,0,723
2012,Kentucky,32,87.0,1,724
2012,Iowa St.,32,71.0,0,724
2012,Indiana,32,63.0,1,725
2012,VCU,32,61.0,0,725
2012,Baylor,32,80.0,1,726
2012,Colorado,32,63.0,0,726
2012,Xavier,32,70.0,1,727
2012,Lehigh,32,58.0,0,727
2012,Michigan St.,32,65.0,1,728
2012,Saint Louis,32,61.0,0,728
2012,Louisville,32,59.0,1,729
2012,New Mexico,32,56.0,0,729
2012,Marquette,32,62.0,1,730
2012,Murray St.,32,53.0,0,730
2012,Florida,32,84.0,1,731
2012,Norfolk St.,32,50.0,0,731
2012,Syracuse,32,75.0,1,732
2012,Kansas St.,32,59.0,0,732
2012,Wisconsin,32,60.0,1,733
2012,Vanderbilt,32,57.0,0,733
2012,Cincinnati,32,62.0,1,734
2012,Florida St.,32,56.0,0,734
2012,Ohio St.,32,73.0,1,735
2012,Gonzaga,32,66.0,0,735
2012,North Carolina,32,87.0,1,736
2012,Creighton,32,73.0,0,736
2012,Ohio,32,62.0,1,737
2012,South Florida,32,56.0,0,737
2012,North Carolina St.,32,66.0,1,738
2012,Georgetown,32,63.0,0,738
2012,Kansas,32,63.0,1,739
2012,Purdue,32,60.0,0,739
2012,Kentucky,16,102.0,1,740
2012,Indiana,16,90.0,0,740
2012,Baylor,16,75.0,1,741
2012,Xavier,16,70.0,0,741
2012,Louisville,16,57.0,1,742
2012,Michigan St.,16,44.0,0,742
2012,Florida,16,68.0,1,743
2012,Marquette,16,58.0,0,743
2012,Syracuse,16,64.0,1,744
2012,Wisconsin,16,63.0,0,744
2012,Ohio St.,16,81.0,1,745
2012,Cincinnati,16,66.0,0,745
2012,North Carolina,16,73.0,1,746
2012,Ohio,16,65.0,0,746
2012,Kansas,16,60.0,1,747
2012,North Carolina St.,16,57.0,0,747
2012,Kentucky,8,82.0,1,748
2012,Baylor,8,70.0,0,748
2012,Louisville,8,72.0,1,749
2012,Florida,8,68.0,0,749
2012,Ohio St.,8,77.0,1,750
2012,Syracuse,8,70.0,0,750
2012,Kansas,8,80.0,1,751
2012,North Carolina,8,67.0,0,751
2012,Kentucky,4,69.0,1,752
2012,Louisville,4,61.0,0,752
2012,Kansas,4,64.0,1,753
2012,Ohio St.,4,62.0,0,753
2012,Kentucky,2,67.0,1,754
2012,Kansas,2,59.0,0,754
2011,Ohio St.,64,75.0,1,755
2011,UTSA,64,46.0,0,755
2011,George Mason,64,61.0,1,756
2011,Villanova,64,57.0,0,756
2011,West Virginia,64,84.0,1,757
2011,Clemson,64,76.0,0,757
2011,Kentucky,64,59.0,1,758
2011,Princeton,64,57.0,0,758
2011,Marquette,64,66.0,1,759
2011,Xavier,64,55.0,0,759
2011,Syracuse,64,77.0,1,760
2011,Indiana St.,64,60.0,0,760
2011,Washington,64,68.0,1,761
2011,Georgia,64,65.0,0,761
2011,North Carolina,64,102.0,1,762
2011,LIU Brooklyn,64,87.0,0,762
2011,Duke,64,87.0,1,763
2011,Hampton,64,45.0,0,763
2011,Michigan,64,75.0,1,764
2011,Tennessee,64,45.0,0,764
2011,Arizona,64,77.0,1,765
2011,Memphis,64,75.0,0,765
2011,Texas,64,85.0,1,766
2011,Oakland,64,81.0,0,766
2011,Cincinnati,64,78.0,1,767
2011,Missouri,64,63.0,0,767
2011,Connecticut,64,81.0,1,768
2011,Bucknell,64,52.0,0,768
2011,Temple,64,66.0,1,769
2011,Penn St.,64,64.0,0,769
2011,San Diego St.,64,68.0,1,770
2011,Northern Colorado,64,50.0,0,770
2011,Kansas,64,72.0,1,771
2011,Boston University,64,53.0,0,771
2011,Illinois,64,73.0,1,772
2011,UNLV,64,62.0,0,772
2011,Richmond,64,69.0,1,773
2011,Vanderbilt,64,66.0,0,773
2011,Morehead St.,64,62.0,1,774
2011,Louisville,64,61.0,0,774
2011,VCU,64,74.0,1,775
2011,Georgetown,64,56.0,0,775
2011,Purdue,64,65.0,1,776
2011,Saint Peter's,64,43.0,0,776
2011,Florida St.,64,57.0,1,777
2011,Texas A&M,64,50.0,0,777
2011,Notre Dame,64,69.0,1,778
2011,Akron,64,56.0,0,778
2011,Pittsburgh,64,74.0,1,779
2011,UNC Asheville,64,51.0,0,779
2011,Butler,64,60.0,1,780
2011,Old Dominion,64,58.0,0,780
2011,Kansas St.,64,73.0,1,781
2011,Utah St.,64,68.0,0,781
2011,Wisconsin,64,72.0,1,782
2011,Belmont,64,58.0,0,782
2011,Gonzaga,64,86.0,1,783
2011,St. John's,64,71.0,0,783
2011,BYU,64,74.0,1,784
2011,Wofford,64,66.0,0,784
2011,UCLA,64,78.0,1,785
2011,Michigan St.,64,76.0,0,785
2011,Florida,64,79.0,1,786
2011,UC Santa Barbara,64,51.0,0,786
2011,Ohio St.,32,98.0,1,787
2011,George Mason,32,66.0,0,787
2011,Kentucky,32,71.0,1,788
2011,West Virginia,32,63.0,0,788
2011,Marquette,32,66.0,1,789
2011,Syracuse,32,62.0,0,789
2011,North Carolina,32,86.0,1,790
2011,Washington,32,83.0,0,790
2011,Duke,32,73.0,1,791
2011,Michigan,32,71.0,0,791
2011,Arizona,32,70.0,1,792
2011,Texas,32,69.0,0,792
2011,Connecticut,32,69.0,1,793
2011,Cincinnati,32,58.0,0,793
2011,San Diego St.,32,71.0,1,794
2011,Temple,32,64.0,0,794
2011,Kansas,32,73.0,1,795
2011,Illinois,32,59.0,0,795
2011,Richmond,32,65.0,1,796
2011,Morehead St.,32,48.0,0,796
2011,VCU,32,94.0,1,797
2011,Purdue,32,76.0,0,797
2011,Florida St.,32,71.0,1,798
2011,Notre Dame,32,57.0,0,798
2011,Butler,32,71.0,1,799
2011,Pittsburgh,32,70.0,0,799
2011,Wisconsin,32,70.0,1,800
2011,Kansas St.,32,65.0,0,800
2011,BYU,32,89.0,1,801
2011,Gonzaga,32,67.0,0,801
2011,Florida,32,73.0,1,802
2011,UCLA,32,65.0,0,802
2011,Kentucky,16,62.0,1,803
2011,Ohio St.,16,60.0,0,803
2011,North Carolina,16,81.0,1,804
2011,Marquette,16,63.0,0,804
2011,Arizona,16,93.0,1,805
2011,Duke,16,77.0,0,805
2011,Connecticut,16,74.0,1,806
2011,San Diego St.,16,67.0,0,806
2011,Kansas,16,77.0,1,807
2011,Richmond,16,57.0,0,807
2011,VCU,16,72.0,1,808
2011,Florida St.,16,71.0,0,808
2011,Butler,16,61.0,1,809
2011,Wisconsin,16,54.0,0,809
2011,Florida,16,83.0,1,810
2011,BYU,16,74.0,0,810
2011,Kentucky,8,76.0,1,811
2011,North Carolina,8,69.0,0,811
2011,Connecticut,8,65.0,1,812
2011,Arizona,8,63.0,0,812
2011,VCU,8,71.0,1,813
2011,Kansas,8,61.0,0,813
2011,Butler,8,74.0,1,814
2011,Florida,8,71.0,0,814
2011,Connecticut,4,56.0,1,815
2011,Kentucky,4,55.0,0,815
2011,Butler,4,70.0,1,816
2011,VCU,4,62.0,0,816
2011,Connecticut,2,53.0,1,817
2011,Butler,2,41.0,0,817
2010,Kansas,64,90.0,1,818
2010,Lehigh,64,74.0,0,818
2010,Northern Iowa,64,69.0,1,819
2010,UNLV,64,66.0,0,819
2010,Michigan St.,64,70.0,1,820
2010,New Mexico St.,64,67.0,0,820
2010,Maryland,64,89.0,1,821
2010,Houston,64,77.0,0,821
2010,Tennessee,64,62.0,1,822
2010,San Diego St.,64,59.0,0,822
2010,Ohio,64,97.0,1,823
2010,Georgetown,64,83.0,0,823
2010,Georgia Tech,64,64.0,1,824
2010,Oklahoma St.,64,59.0,0,824
2010,Ohio St.,64,68.0,1,825
2010,UC Santa Barbara,64,51.0,0,825
2010,Syracuse,64,79.0,1,826
2010,Vermont,64,56.0,0,826
2010,Gonzaga,64,67.0,1,827
2010,Florida St.,64,60.0,0,827
2010,Butler,64,77.0,1,828
2010,UTEP,64,59.0,0,828
2010,Murray St.,64,66.0,1,829
2010,Vanderbilt,64,65.0,0,829
2010,Xavier,64,65.0,1,830
2010,Minnesota,64,54.0,0,830
2010,Pittsburgh,64,89.0,1,831
2010,Oakland,64,66.0,0,831
2010,BYU,64,99.0,1,832
2010,Florida,64,92.0,0,832
2010,Kansas St.,64,82.0,1,833
2010,North Texas,64,62.0,0,833
2010,Kentucky,64,100.0,1,834
2010,East Tennessee St.,64,71.0,0,834
2010,Wake Forest,64,81.0,1,835
2010,Texas,64,80.0,0,835
2010,Cornell,64,78.0,1,836
2010,Temple,64,65.0,0,836
2010,Wisconsin,64,53.0,1,837
2010,Wofford,64,49.0,0,837
2010,Washington,64,80.0,1,838
2010,Marquette,64,78.0,0,838
2010,New Mexico,64,62.0,1,839
2010,Montana,64,57.0,0,839
2010,Missouri,64,86.0,1,840
2010,Clemson,64,78.0,0,840
2010,West Virginia,64,77.0,1,841
2010,Morgan St.,64,50.0,0,841
2010,Duke,64,73.0,1,842
2010,Arkansas Pine Bluff,64,44.0,0,842
2010,California,64,77.0,1,843
2010,Louisville,64,62.0,0,843
2010,Texas A&M,64,69.0,1,844
2010,Utah St.,64,53.0,0,844
2010,Purdue,64,72.0,1,845
2010,Siena,64,64.0,0,845
2010,Old Dominion,64,51.0,1,846
2010,Notre Dame,64,50.0,0,846
2010,Baylor,64,68.0,1,847
2010,Sam Houston St.,64,59.0,0,847
2010,Saint Mary's,64,80.0,1,848
2010,Richmond,64,71.0,0,848
2010,Villanova,64,73.0,1,849
2010,Robert Morris,64,70.0,0,849
2010,Northern Iowa,32,69.0,1,850
2010,Kansas,32,67.0,0,850
2010,Michigan St.,32,85.0,1,851
2010,Maryland,32,83.0,0,851
2010,Tennessee,32,83.0,1,852
2010,Ohio,32,68.0,0,852
2010,Ohio St.,32,75.0,1,853
2010,Georgia Tech,32,66.0,0,853
2010,Syracuse,32,87.0,1,854
2010,Gonzaga,32,65.0,0,854
2010,Butler,32,54.0,1,855
2010,Murray St.,32,52.0,0,855
2010,Xavier,32,71.0,1,856
2010,Pittsburgh,32,68.0,0,856
2010,Kansas St.,32,84.0,1,857
2010,BYU,32,72.0,0,857
2010,Kentucky,32,90.0,1,858
2010,Wake Forest,32,60.0,0,858
2010,Cornell,32,87.0,1,859
2010,Wisconsin,32,69.0,0,859
2010,Washington,32,82.0,1,860
2010,New Mexico,32,64.0,0,860
2010,West Virginia,32,68.0,1,861
2010,Missouri,32,59.0,0,861
2010,Duke,32,68.0,1,862
2010,California,32,53.0,0,862
2010,Purdue,32,63.0,1,863
2010,Texas A&M,32,61.0,0,863
2010,Baylor,32,76.0,1,864
2010,Old Dominion,32,68.0,0,864
2010,Saint Mary's,32,75.0,1,865
2010,Villanova,32,68.0,0,865
2010,Michigan St.,16,59.0,1,866
2010,Northern Iowa,16,52.0,0,866
2010,Tennessee,16,76.0,1,867
2010,Ohio St.,16,73.0,0,867
2010,Butler,16,63.0,1,868
2010,Syracuse,16,59.0,0,868
2010,Kansas St.,16,101.0,1,869
2010,Xavier,16,96.0,0,869
2010,Kentucky,16,62.0,1,870
2010,Cornell,16,45.0,0,870
2010,West Virginia,16,69.0,1,871
2010,Washington,16,56.0,0,871
2010,Duke,16,70.0,1,872
2010,Purdue,16,57.0,0,872
2010,Baylor,16,72.0,1,873
2010,Saint Mary's,16,49.0,0,873
2010,Michigan St.,8,70.0,1,874
2010,Tennessee,8,69.0,0,874
2010,Butler,8,63.0,1,875
2010,Kansas St.,8,56.0,0,875
2010,West Virginia,8,73.0,1,876
2010,Kentucky,8,66.0,0,876
2010,Duke,8,78.0,1,877
2010,Baylor,8,71.0,0,877
2010,Butler,4,52.0,1,878
2010,Michigan St.,4,50.0,0,878
2010,Duke,4,78.0,1,879
2010,West Virginia,4,57.0,0,879
2010,Duke,2,61.0,1,880
2010,Butler,2,59.0,0,880
2009,Louisville,64,74.0,1,881
2009,Morehead St.,64,54.0,0,881
2009,Siena,64,74.0,1,882
2009,Ohio St.,64,72.0,0,882
2009,Arizona,64,84.0,1,883
2009,Utah,64,71.0,0,883
2009,Cleveland St.,64,84.0,1,884
2009,Wake Forest,64,69.0,0,884
2009,Dayton,64,68.0,1,885
2009,West Virginia,64,60.0,0,885
2009,Kansas,64,84.0,1,886
2009,North Dakota St.,64,74.0,0,886
2009,USC,64,72.0,1,887
2009,Boston College,64,55.0,0,887
2009,Michigan St.,64,77.0,1,888
2009,Robert Morris,64,62.0,0,888
2009,Connecticut,64,103.0,1,889
2009,Chattanooga,64,47.0,0,889
2009,Texas A&M,64,79.0,1,890
2009,BYU,64,66.0,0,890
2009,Purdue,64,61.0,1,891
2009,Northern Iowa,64,56.0,0,891
2009,Washington,64,71.0,1,892
2009,Mississippi St.,64,58.0,0,892
2009,Marquette,64,58.0,1,893
2009,Utah St.,64,57.0,0,893
2009,Missouri,64,78.0,1,894
2009,Cornell,64,59.0,0,894
2009,Maryland,64,84.0,1,895
2009,California,64,71.0,0,895
2009,Memphis,64,81.0,1,896
2009,Cal St. Northridge,64,70.0,0,896
2009,Pittsburgh,64,72.0,1,897
2009,East Tennessee St.,64,62.0,0,897
2009,Oklahoma St.,64,77.0,1,898
2009,Tennessee,64,75.0,0,898
2009,Wisconsin,64,61.0,1,899
2009,Florida St.,64,59.0,0,899
2009,Xavier,64,77.0,1,900
2009,Portland St.,64,59.0,0,900
2009,UCLA,64,65.0,1,901
2009,VCU,64,64.0,0,901
2009,Villanova,64,80.0,1,902
2009,American,64,67.0,0,902
2009,Texas,64,76.0,1,903
2009,Minnesota,64,62.0,0,903
2009,Duke,64,86.0,1,904
2009,Binghamton,64,62.0,0,904
